Country,Date-of-Decision,Fine-Amount,Quoted-Art
ITALY,2022-02-10,"10,000","Art. 5 GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy, The Italian DPA has imposed a fine of EUR 10,000 on the Region of Tuscany. The region had notified the DPA of a data breach pursuant to Art. 33 GDPR. 

The region stated that it had inadvertently published personal data of 3,548 applicants for administrative assistant positions. The data concerned information that the applicants had shared as part of a pre-selection test for the application. The region had mistakenly published a URL through which personal data and the results of the test could be viewed."
ITALY,2022-02-10,"10,000","Art. 28 (2) GDPR, Art. 32 GDPR"
ITALY,2022-02-10,"2,000","Art. 5 (1) a), c) GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy"
GERMANY,2022-03-03,"1,900,000","Art. 5 (1) GDPR, Art. 6 (1) GDPR, Art. 9 GDPR, The DPA of Bremen has imposed a fine of EUR 1.9 million on the housing association BREBAU GmbH. 

BREBAU GmbH had processed upwards of 9,500 datasets about potential tenants without a valid legal basis. In particular, the DPA found that the controller had processed particularly sensitive data as defined by Art. 9 GDPR. For example, the controller unlawfully processed information about the skin color, ethnic origin, religious affiliation, sexual orientation and health status of the data subjects. BREBAU GmbH also deliberately ignored requests from data subjects for transparency about the processing of their data. 

In imposing the fine, the DPA took into account, as an aggravating factor, the extraordinary depth of the violation of the fundamental right to data protection. 

However, because BREBAU GmbH cooperated fully during the investigation, made efforts to mitigate the damage, clarified the facts on its own and ensured that such violations would not be repeated, the amount of the fine could be reduced."
POLAND,2022-01-19,"1,000,000","Art. 5 (1) f) GDPR, Art. 24 (1) GDPR, Art. 25 (1) GDPR, Art. 28 (1) GDPR, Art. 32 (1), (2) GDPR, The Polish DPA has imposed a fine of EUR 1 million on Fortum Marketing and Sales Polska S.A.. 

The company had reported a data breach to the DPA in accordance with Art. 33 GDPR. During its investigation, the DPA found that unauthorized persons had managed to access and siphon off customer data. The data breach occurred at the time of the introduction of a change in the company's IT environment. The change was made by a processing agent. As part of the change, an additional Fortum customer database was created. However, the server on which the database was stored did not have sufficient security measures, which is why the unauthorized persons succeeded in accessing the data. 


The DPA also found that the processor failed to pseudonymize and encrypt the data. In addition, the processing agent had been using real customer data, rather than test data, to test the changes to the system. 


For this reason, the DPA concluded that the controller failed to take appropriate technical and organizational measures to ensure the protection of personal data. In addition, the DPA found that the controller would have been required to monitor the work of the processor to ensure that the protection of personal data is continuously guaranteed."
POLAND,2022-01-19,"53,000","Art. 28 (3) c), f) GDPR, Art. 32 (1), (2) GDPR"
DENMARK,2022-03-25,"6,700",Art. 36 GDPR
GREECE,2022-03-09,"2,000","Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 13 GDPR"
CYPRUS,2022-03-22,"4,000","Art. 32 GDPR, The Cypriot DPA has imposed a fine of EUR 4,000 on the English School in Cyprus. The school had reported a data breach to the DPA under Art. 33 GDPR. A teacher had used the email address of the students' parents for a purpose other than that for which the email addresses were originally collected. The DPA found that the school had failed to take adequate technical and organizational measures to ensure the protection of personal data and to prevent such incidents."
CYPRUS,2022-03-21,"5,000","Art. 32 GDPR, The Cypriot DPA has imposed a fine of EUR 5,000 on the English School staff union (ESSA). The school had notified the DPA of a data breach under Art. 33 GDPR. A teacher, also a member of the staff union, had used the email addresses of the parents of the students for a purpose other than the one for which the email addresses had originally been collected. The DPA found that the staff union had failed to take appropriate technical and organizational measures to ensure the protection of personal data and to prevent such incidents."
ROMANIA,2022-03-25,"2,000",Art. 15 (3) GDPR
ROMANIA,2022-03-28,"2,000","Art. 32 (1), (2), (4) GDPR"
SWEDEN,2022-03-28,"720,000","Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 12 (1) GDPR, Art. 13 (2) f) GDPR, Art. 14 (2) g) GDPR, The Swedish DPA has imposed a fine of EUR 720,000 on Klarna Bank AB. 
Klarna is a financial company that processes a large number of personal data in various ways. 

As part of its investigation, the DPA found that Klarna had not properly complied with its information obligations. 

For example, Klarna did not provide sufficient information on its website about the purpose and legal basis for the processing of personal data. 

In addition, with regard to the transfer of data to Swedish and foreign credit agencies, Klarna provided incomplete information about the recipients of the personal data. 

Klarna also failed to provide information about third countries where personal data is transferred to. 

Finally, the DPA found that Klarna insufficiently informed data subjects about their rights under the GDPR."
GREECE,2022-03-09,"2,000","Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 13 GDPR, The Hellenic DPA imposed a fine of EUR 2,000 on an employer (owner of a private foreign language school). An employee, who works as a language teacher in the school, had filed a complaint with the DPA against their employer. The reason for this was that the controller continued to constantly monitor the employee during their online courses via the platform 'Zoom', despite their objection. 

Therefore, the DPA found that the controller had violated its duty to comply with the data subject's right to object. In addition, the DPA found that the controller had not properly informed the data subject about the processing of his personal data pursuant to Art. 13 GDPR."
DENMARK,2022-04-05,"1,300,000","Art. 5 (2) GDPR, The Danish DPA has imposed a fine of EUR 1.3 million on Danske Bank. The DPA had opened an investigation against the bank after it informed the DPA that it had a problem with the deletion of personal data. 

During the investigation, the DPA found that the bank had failed to document the rules for deletion and storage of personal data in more than 400 systems. Consequently, the bank was unable to prove that such rules, which are required under the GDPR, existed. 

The DPA considered this to be a breach of the bank's accountability obligation under Art. 5 (2) GDPR."
IRELAND,2022-04-05,"463,000","Art. 32 GDPR, Art. 33 GDPR, Art. 34 GDPR, The Irish DPA has fined the Bank of Ireland EUR 463,000. 

The bank had reported 22 data breaches to the DPA under Article 33 GDPR. 

As part of its investigation, the DPA found that the bank had provided false information to the Central Credit Register due to a mix-up of bank customers' account data. 

This error had the potential to have a negative impact on the creditworthiness of the data subjects.

The DPA found that the personal data breach had occurred due to inadequate technical and organizational measures on the part of the bank. 

In addition, the bank did not immediately inform the data subjects and the DPA about the data breach."
BELGIUM,2022-04-04,"200,000","Art. 5 (1) c) GDPR, Art. 6 (1) e) GDPR, Art. 9 (2) g) GDPR, Art. 12 GDPR, Art. 13 (1) c) GDPR, Art. 13 (2) e) GDPR, Art. 35 (1), (3), (7) b) GDPR, The Belgian DPA has fined Brussels Airport Zaventem EUR 200,000. 

The DPA had launched an investigation against the airport following media reports about temperature monitoring of persons at the airport. 

Due to the Covid-19 pandemic the airport used thermal imaging cameras to filter out people with body temperatures above 38 degrees. Those filtered out were then required to answer questions about possible coronavirus symptoms. 

The DPA particularly noted that the airport did not have a valid legal basis for processing this health data.

Health data constitute sensitive data according to Art. 9 GDPR. These may only be processed in exceptional cases pursuant to Art. 9 (2) GDPR. 

One such exceptional case is processing on the grounds of public interest in the area of public health. For this, however, the processing must be based on a clear legal norm. In the present case, the processing was based on a protocol which did not meet these requirements. 

In addition, the DPA found deficiencies in the data protection impact assessment. Moreover, the airport failed to properly inform the data subjects about the processing of the data."
BELGIUM,2022-04-04,"100,000","Art. 5 (1) a), b) GDPR, Art. 6 (1) c) GDPR, Art. 6 (3) GDPR, Art. 9 (2) i) GDPR, Art. 12 (1) GDPR, Art. 13 (1) c) GDPR, Art. 13 (2) e) GDPR, Art. 35 (1), (7) GDPR, The Belgian DPA has fined Brussels Airport Charleroi EUR 100,000. 

The DPA had launched an investigation against the airport following media reports about temperature monitoring of persons at the airport. 

Due to the Covid-19 pandemic the airport used thermal imaging cameras to filter out people with body temperatures above 38 degrees. Those filtered out were then required to answer questions about possible coronavirus symptoms. 

The DPA particularly noted that the airport did not have a valid legal basis for processing this health data.

Health data constitute sensitive data according to Art. 9 GDPR. These may only be processed in exceptional cases pursuant to Art. 9 (2) GDPR. 

One such exceptional case is processing on the grounds of public interest in the area of public health. For this, however, the processing must be based on a clear legal norm. In the present case, the processing was based on a protocol which did not meet these requirements. 

In addition, the DPA found deficiencies in the data protection impact assessment. Moreover, the airport failed to properly inform the data subjects about the processing of the data."
BELGIUM,2022-04-04,"20,000","Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR, The Belgian DPA has fined Ambuce Rescue Team EUR 20,000. The fine is related to the fines against Brussels Airport Charleroi and Brussels Airport Zaventem. 

Due to the Covid 19 pandemic, the airports used thermal imaging cameras to filter out people with body temperatures above 38 degrees. Those filtered out were then asked to answer questions about possible coronavirus symptoms. In this process, Ambuce Rescue Team provided the questionnaires.

Specifically, the DPA found that there was no valid legal basis for processing this health data.

Health data are sensitive data in the sense of Art. 9 GDPR. These may only be processed in exceptional cases pursuant to Art. 9 (2) GDPR.

One such exceptional case is processing on the grounds of public interest in the area of public health. For this, however, the processing must be based on a clear legal norm. In the cases at hand, the processing was based on a protocol that did not meet these requirements."
THE NETHERLANDS,2022-02-24,"565,000","Art. 13 (1) e) GDPR, Art. 32 (1) GDPR"
ROMANIA,2022-04-07,500,"Art. 58 (1) a), e) GDPR"
BELGIUM,2022-04-01,"7,500","Art. 5 (1) a) GDPR, Art. 6 (1) f) GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 18 GDPR, Art. 21 GDPR, Art. 28 GDPR, The Belgian DPA has imposed a fine of EUR 7,500 on a company. 

A former managing director had filed a complaint against the company with the DPA. In the context of being dismissed, the former managing director deleted all data on the work laptop before handing over the technical equipment. 
According to the managing director, only the private data, such as the private e-mail inbox, had been deleted. However, the company stated that the managing director had deleted both private and work-related data. The company then restored the data that had previously been on the laptop. 

For this reason, the former managing director requested to exercise their right to delete, restrict the processing of their personal data and object. 

However, the company refused the request. In the course of its investigation, the DPA found that the company had breached its obligation under the GDPR to grant the former managing director the exercise of these rights. 

In addition, the DPA found that due to the lack of a valid legal basis at the time of the restoration, the company unlawfully processed the data."
